order_id,order_date,order_year,order_month,order_quarter,customer_id,segment,product_id,category,sub_category,region,state,city,channel,ship_mode,sales,quantity,discount,profit,profit_margin,cost,profit_per_unit,is_profitable,ship_days
CA-2016-169194,2016-06-20,2016,6,2,LH-16900,Consumer,TEC-PH-10003988,Technology,Phones,East,Delaware,Dover,mobile_app,Standard Class,21.8,2,0.0,6.104,0.2799999999999999,15.696000000000002,3.052,1,5
CA-2015-115742,2015-04-18,2015,4,2,DP-13000,Consumer,OFF-BI-10004410,Office Supplies,Binders,Central,Indiana,New Albany,website,Standard Class,38.22,6,0.0,17.9634,0.47,20.2566,2.9939,1,4
CA-2015-115742,2015-04-18,2015,4,2,DP-13000,Consumer,OFF-LA-10002762,Office Supplies,Labels,Central,Indiana,New Albany,website,Standard Class,75.18,6,0.0,35.3346,0.47,39.845400000000005,5.8891,1,4
CA-2015-115742,2015-04-18,2015,4,2,DP-13000,Consumer,FUR-FU-10001706,Furniture,Furnishings,Central,Indiana,New Albany,website,Standard Class,6.16,2,0.0,2.9568,0.48,3.2032000000000003,1.4784,1,4
CA-2015-115742,2015-04-18,2015,4,2,DP-13000,Consumer,FUR-CH-10003061,Furniture,Chairs,Central,Indiana,New Albany,store,Standard Class,89.99,1,0.0,17.0981,0.19,72.89189999999999,17.0981,1,4
CA-2016-105816,2016-12-11,2016,12,4,JM-15265,Corporate,OFF-FA-10000304,Office Supplies,Fasteners,East,New York,New York City,mobile_app,Standard Class,15.26,7,0.0,6.2566,0.41,9.0034,0.8937999999999999,1,6
CA-2016-105816,2016-12-11,2016,12,4,JM-15265,Corporate,TEC-PH-10002447,Technology,Phones,East,New York,New York City,mobile_app,Standard Class,1029.95,5,0.0,298.6855,0.29,731.2645,59.7371,1,6
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,OFF-ST-10000604,Office Supplies,Storage,East,New York,Troy,store,First Class,208.56,6,0.0,52.14,0.25,156.42000000000002,8.69,1,1
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,OFF-PA-10001569,Office Supplies,Paper,East,New York,Troy,mobile_app,First Class,32.4,5,0.0,15.552,0.48,16.848,3.1104,1,1
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,FUR-CH-10003968,Furniture,Chairs,East,New York,Troy,mobile_app,First Class,319.41,5,0.1,7.098,0.0222222222222222,312.312,1.4196,1,1
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,OFF-PA-10000587,Office Supplies,Paper,East,New York,Troy,website,First Class,14.56,2,0.0,6.9888,0.48,7.5712,3.4944,1,1
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,TEC-AC-10002167,Technology,Accessories,East,New York,Troy,website,First Class,30.0,2,0.0,3.3,0.11,26.7,1.65,1,1
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,OFF-BI-10001460,Office Supplies,Binders,East,New York,Troy,mobile_app,First Class,48.48,4,0.2,16.362,0.3374999999999999,32.117999999999995,4.0905,1,1
CA-2016-111682,2016-06-17,2016,6,2,TB-21055,Consumer,OFF-AR-10001868,Office Supplies,Art,East,New York,Troy,mobile_app,First Class,1.68,1,0.0,0.84,0.5,0.84,0.84,1,1
CA-2015-135545,2015-11-24,2015,11,4,KM-16720,Consumer,TEC-AC-10004633,Technology,Accessories,West,California,Los Angeles,mobile_app,Standard Class,13.98,2,0.0,6.1512,0.44,7.8288,3.0756,1,6
CA-2015-135545,2015-11-24,2015,11,4,KM-16720,Consumer,OFF-BI-10001078,Office Supplies,Binders,West,California,Los Angeles,store,Standard Class,25.824,6,0.2,9.3612,0.3625,16.4628,1.5602,1,6
CA-2015-135545,2015-11-24,2015,11,4,KM-16720,Consumer,OFF-PA-10003892,Office Supplies,Paper,West,California,Los Angeles,mobile_app,Standard Class,146.73,3,0.0,68.9631,0.47,77.76689999999999,22.9877,1,6
CA-2015-135545,2015-11-24,2015,11,4,KM-16720,Consumer,FUR-FU-10000397,Furniture,Furnishings,West,California,Los Angeles,mobile_app,Standard Class,79.76,4,0.0,22.3328,0.2799999999999999,57.427200000000006,5.5832,1,6
US-2015-164175,2015-04-30,2015,4,2,PS-18970,Home Office,FUR-CH-10001146,Furniture,Chairs,Central,Illinois,Chicago,mobile_app,Standard Class,213.115,5,0.3,-15.2225,-0.0714285714285714,228.3375,-3.0445,0,5
CA-2014-106376,2014-12-05,2014,12,4,BS-11590,Corporate,OFF-AR-10002671,Office Supplies,Art,West,Arizona,Gilbert,website,Standard Class,1113.024,8,0.2,111.3024,0.1,1001.7216,13.9128,1,5
CA-2014-106376,2014-12-05,2014,12,4,BS-11590,Corporate,TEC-PH-10002726,Technology,Phones,West,Arizona,Gilbert,website,Standard Class,167.968,4,0.2,62.988,0.375,104.98,15.747,1,5
CA-2016-119823,2016-06-04,2016,6,2,KD-16270,Consumer,OFF-PA-10000482,Office Supplies,Paper,South,Virginia,Springfield,website,First Class,75.88,2,0.0,35.6636,0.4700000000000001,40.21639999999999,17.8318,1,2
CA-2016-106075,2016-09-18,2016,9,3,HM-14980,Consumer,OFF-BI-10004654,Office Supplies,Binders,East,New York,New York City,website,Standard Class,4.616,1,0.2,1.731,0.375,2.885,1.731,1,5
CA-2017-114440,2017-09-14,2017,9,3,TB-21520,Consumer,OFF-PA-10004675,Office Supplies,Paper,Central,Michigan,Jackson,website,Second Class,19.05,3,0.0,8.763,0.4599999999999999,10.287,2.921,1,3
US-2015-134026,2015-04-26,2015,4,2,JE-15745,Consumer,FUR-CH-10000513,Furniture,Chairs,South,Tennessee,Memphis,store,Standard Class,831.936,8,0.2,-114.3912,-0.1374999999999999,946.3272,-14.2989,0,6
US-2015-134026,2015-04-26,2015,4,2,JE-15745,Consumer,FUR-FU-10003708,Furniture,Furnishings,South,Tennessee,Memphis,website,Standard Class,97.04,2,0.2,1.213,0.0125,95.827,0.6065,1,6
US-2015-134026,2015-04-26,2015,4,2,JE-15745,Consumer,OFF-ST-10004123,Office Supplies,Storage,South,Tennessee,Memphis,website,Standard Class,72.784,1,0.2,-18.196,-0.25,90.98,-18.196,0,6
US-2017-118038,2017-12-09,2017,12,4,KB-16600,Corporate,OFF-BI-10004182,Office Supplies,Binders,Central,Texas,Houston,website,First Class,1.248,3,0.8,-1.9344,-1.5499999999999998,3.1824,-0.6447999999999999,0,2
US-2017-118038,2017-12-09,2017,12,4,KB-16600,Corporate,FUR-FU-10000260,Furniture,Furnishings,Central,Texas,Houston,website,First Class,9.708,3,0.6,-5.8248,-0.6,15.5328,-1.9416,0,2
US-2017-118038,2017-12-09,2017,12,4,KB-16600,Corporate,OFF-ST-10000615,Office Supplies,Storage,Central,Texas,Houston,mobile_app,First Class,27.24,3,0.2,2.724,0.1,24.516,0.908,1,2
US-2014-147606,2014-11-26,2014,11,4,JE-15745,Consumer,FUR-FU-10003194,Furniture,Furnishings,Central,Texas,Houston,mobile_app,Second Class,19.3,5,0.6,-14.475,-0.75,33.775,-2.895,0,5
CA-2016-127208,2016-06-12,2016,6,2,SC-20770,Corporate,OFF-AP-10002118,Office Supplies,Appliances,South,Alabama,Decatur,store,First Class,208.16,1,0.0,56.2032,0.27,151.9568,56.2032,1,3
CA-2016-127208,2016-06-12,2016,6,2,SC-20770,Corporate,OFF-BI-10002309,Office Supplies,Binders,South,Alabama,Decatur,mobile_app,First Class,16.74,3,0.0,8.0352,0.48,8.704799999999999,2.6784,1,3
CA-2014-139451,2014-10-12,2014,10,4,DN-13690,Consumer,OFF-AR-10002053,Office Supplies,Art,West,California,San Francisco,website,Standard Class,14.9,5,0.0,4.172,0.2799999999999999,10.728000000000002,0.8343999999999999,1,4
CA-2014-139451,2014-10-12,2014,10,4,DN-13690,Consumer,OFF-ST-10002370,Office Supplies,Storage,West,California,San Francisco,store,Standard Class,21.39,1,0.0,6.2031,0.29,15.1869,6.2031,1,4
CA-2015-149734,2015-09-03,2015,9,3,JC-16105,Corporate,OFF-EN-10000927,Office Supplies,Envelopes,South,North Carolina,Durham,website,Standard Class,200.984,7,0.2,62.8075,0.3125,138.1765,8.9725,1,5
US-2017-119662,2017-11-13,2017,11,4,CS-12400,Home Office,OFF-ST-10003656,Office Supplies,Storage,Central,Illinois,Chicago,website,First Class,230.376,3,0.2,-48.9549,-0.2125,279.3309,-16.3183,0,3
CA-2017-140088,2017-05-28,2017,5,2,PO-18865,Consumer,FUR-CH-10000863,Furniture,Chairs,South,South Carolina,Columbia,website,Second Class,301.96,2,0.0,33.2156,0.11,268.7444,16.6078,1,2
CA-2017-155558,2017-10-26,2017,10,4,PG-18895,Consumer,TEC-AC-10001998,Technology,Accessories,Central,Minnesota,Rochester,mobile_app,Standard Class,19.99,1,0.0,6.7966,0.34,13.1934,6.7966,1,7
CA-2017-155558,2017-10-26,2017,10,4,PG-18895,Consumer,OFF-LA-10000134,Office Supplies,Labels,Central,Minnesota,Rochester,mobile_app,Standard Class,6.16,2,0.0,2.9568,0.48,3.2032000000000003,1.4784,1,7
CA-2016-159695,2016-04-05,2016,4,2,GM-14455,Home Office,OFF-ST-10003442,Office Supplies,Storage,Central,Texas,Houston,website,Second Class,158.368,7,0.2,13.8572,0.0875,144.5108,1.9796,1,5
CA-2016-109806,2016-09-17,2016,9,3,JS-15685,Corporate,OFF-AR-10004930,Office Supplies,Art,West,California,Los Angeles,mobile_app,Standard Class,20.1,3,0.0,6.633,0.3299999999999999,13.467000000000002,2.211,1,5
CA-2016-109806,2016-09-17,2016,9,3,JS-15685,Corporate,TEC-PH-10004093,Technology,Phones,West,California,Los Angeles,website,Standard Class,73.584,2,0.2,8.2782,0.1124999999999999,65.3058,4.1391,1,5
CA-2016-109806,2016-09-17,2016,9,3,JS-15685,Corporate,OFF-PA-10000304,Office Supplies,Paper,West,California,Los Angeles,mobile_app,Standard Class,6.48,1,0.0,3.1104,0.4799999999999999,3.3696000000000006,3.1104,1,5
CA-2015-149587,2015-01-31,2015,1,1,KB-16315,Consumer,OFF-PA-10003177,Office Supplies,Paper,Central,Minnesota,Minneapolis,website,Second Class,12.96,2,0.0,6.2208,0.4799999999999999,6.739200000000001,3.1104,1,5
CA-2015-149587,2015-01-31,2015,1,1,KB-16315,Consumer,FUR-FU-10003799,Furniture,Furnishings,Central,Minnesota,Minneapolis,website,Second Class,53.34,3,0.0,16.5354,0.3099999999999999,36.80460000000001,5.5118,1,5
CA-2015-149587,2015-01-31,2015,1,1,KB-16315,Consumer,OFF-BI-10002852,Office Supplies,Binders,Central,Minnesota,Minneapolis,website,Second Class,32.96,2,0.0,16.1504,0.49,16.8096,8.0752,1,5
US-2017-109484,2017-11-06,2017,11,4,RB-19705,Home Office,OFF-BI-10004738,Office Supplies,Binders,West,Oregon,Portland,mobile_app,Standard Class,5.682,1,0.7,-3.788,-0.6666666666666666,9.47,-3.788,0,6
CA-2017-161018,2017-11-09,2017,11,4,PN-18775,Home Office,FUR-FU-10000629,Furniture,Furnishings,East,New York,New York City,website,Second Class,96.53,7,0.0,40.5426,0.42,55.9874,5.7918,1,2
CA-2017-157833,2017-06-17,2017,6,2,KD-16345,Consumer,OFF-BI-10001721,Office Supplies,Binders,West,California,San Francisco,website,First Class,51.312,3,0.2,17.9592,0.35,33.3528,5.9864,1,3
CA-2016-149223,2016-09-06,2016,9,3,ER-13855,Corporate,OFF-AP-10000358,Office Supplies,Appliances,Central,Minnesota,Saint Paul,website,Standard Class,77.88,6,0.0,22.5852,0.29,55.2948,3.7642,1,5
CA-2016-158568,2016-08-29,2016,8,3,RB-19465,Home Office,OFF-PA-10003256,Office Supplies,Paper,Central,Illinois,Chicago,store,Standard Class,64.624,7,0.2,22.6184,0.35,42.0056,3.2312000000000003,1,4
CA-2016-158568,2016-08-29,2016,8,3,RB-19465,Home Office,TEC-AC-10001767,Technology,Accessories,Central,Illinois,Chicago,store,Standard Class,95.976,3,0.2,-10.7973,-0.1125,106.7733,-3.5991,0,4
CA-2016-158568,2016-08-29,2016,8,3,RB-19465,Home Office,OFF-BI-10002609,Office Supplies,Binders,Central,Illinois,Chicago,mobile_app,Standard Class,1.788,3,0.8,-3.0396,-1.7,4.8276,-1.0132,0,4
CA-2016-129903,2016-12-01,2016,12,4,GZ-14470,Consumer,OFF-PA-10004040,Office Supplies,Paper,Central,Minnesota,Rochester,website,Second Class,23.92,4,0.0,11.7208,0.49,12.1992,2.9302,1,3
US-2015-156867,2015-11-13,2015,11,4,LC-16870,Consumer,TEC-AC-10001552,Technology,Accessories,West,Colorado,Aurora,store,Standard Class,238.896,6,0.2,-26.8758,-0.1125,265.7718,-4.4793,0,4
US-2015-156867,2015-11-13,2015,11,4,LC-16870,Consumer,FUR-FU-10004006,Furniture,Furnishings,West,Colorado,Aurora,store,Standard Class,102.36,3,0.2,-3.8385,-0.0375,106.1985,-1.2795,0,4
US-2015-156867,2015-11-13,2015,11,4,LC-16870,Consumer,OFF-BI-10002794,Office Supplies,Binders,West,Colorado,Aurora,mobile_app,Standard Class,36.882,3,0.7,-25.8174,-0.7000000000000001,62.6994,-8.6058,0,4
CA-2017-119004,2017-11-23,2017,11,4,JM-15250,Consumer,TEC-AC-10003499,Technology,Accessories,South,North Carolina,Charlotte,website,Standard Class,74.112,8,0.2,17.6016,0.2375,56.51039999999999,2.2002,1,5
CA-2017-119004,2017-11-23,2017,11,4,JM-15250,Consumer,TEC-PH-10002844,Technology,Phones,South,North Carolina,Charlotte,website,Standard Class,27.992,1,0.2,2.0994,0.075,25.8926,2.0994,1,5
CA-2017-119004,2017-11-23,2017,11,4,JM-15250,Consumer,OFF-AR-10000390,Office Supplies,Art,South,North Carolina,Charlotte,website,Standard Class,3.304,1,0.2,1.0738,0.325,2.2302,1.0738,1,5
CA-2015-129476,2015-10-15,2015,10,4,PA-19060,Home Office,TEC-AC-10000844,Technology,Accessories,Central,Illinois,Orland Park,store,Standard Class,339.96,5,0.2,67.992,0.2,271.968,13.598400000000002,1,5
CA-2017-146780,2017-12-25,2017,12,4,CV-12805,Corporate,FUR-FU-10001934,Furniture,Furnishings,East,New York,New York City,mobile_app,Standard Class,41.96,2,0.0,10.9096,0.2599999999999999,31.050400000000003,5.4548,1,5
CA-2016-128867,2016-11-03,2016,11,4,CL-12565,Consumer,OFF-AR-10000380,Office Supplies,Art,Central,Iowa,Urbandale,website,Standard Class,75.96,2,0.0,22.788,0.3,53.172,11.394,1,7
CA-2016-128867,2016-11-03,2016,11,4,CL-12565,Consumer,OFF-BI-10003981,Office Supplies,Binders,Central,Iowa,Urbandale,website,Standard Class,27.24,6,0.0,13.3476,0.49,13.8924,2.2246,1,7
CA-2014-115259,2014-08-25,2014,8,3,RC-19960,Consumer,OFF-FA-10000621,Office Supplies,Fasteners,East,Ohio,Columbus,mobile_app,Second Class,40.096,14,0.2,14.5348,0.3625,25.5612,1.0382,1,2
CA-2014-115259,2014-08-25,2014,8,3,RC-19960,Consumer,OFF-EN-10002600,Office Supplies,Envelopes,East,Ohio,Columbus,website,Second Class,4.72,2,0.2,1.652,0.35,3.068,0.826,1,2
CA-2014-115259,2014-08-25,2014,8,3,RC-19960,Consumer,OFF-PA-10004965,Office Supplies,Paper,East,Ohio,Columbus,store,Second Class,23.976,3,0.2,7.4925,0.3125,16.4835,2.4975,1,2
CA-2014-115259,2014-08-25,2014,8,3,RC-19960,Consumer,OFF-EN-10002504,Office Supplies,Envelopes,East,Ohio,Columbus,store,Second Class,130.464,6,0.2,44.0316,0.3374999999999999,86.4324,7.3386,1,2
CA-2015-110457,2015-03-02,2015,3,1,DK-13090,Consumer,FUR-TA-10001768,Furniture,Tables,West,Washington,Seattle,mobile_app,Standard Class,787.53,3,0.0,165.3813,0.21,622.1487,55.127100000000006,1,4
US-2015-136476,2015-04-05,2015,4,2,GG-14650,Corporate,OFF-BI-10003650,Office Supplies,Binders,South,Tennessee,Bristol,website,Standard Class,157.794,1,0.7,-115.7156,-0.7333333333333333,273.5096,-115.7156,0,5
CA-2016-103730,2016-06-12,2016,6,2,SC-20725,Consumer,FUR-FU-10002157,Furniture,Furnishings,East,Delaware,Wilmington,mobile_app,First Class,47.04,3,0.0,18.3456,0.39,28.6944,6.115200000000001,1,3
CA-2016-103730,2016-06-12,2016,6,2,SC-20725,Consumer,OFF-BI-10003910,Office Supplies,Binders,East,Delaware,Wilmington,mobile_app,First Class,30.84,4,0.0,13.878,0.45,16.962,3.4695,1,3
CA-2016-103730,2016-06-12,2016,6,2,SC-20725,Consumer,OFF-ST-10000777,Office Supplies,Storage,East,Delaware,Wilmington,mobile_app,First Class,226.56,6,0.0,63.4368,0.2799999999999999,163.1232,10.5728,1,3
CA-2016-103730,2016-06-12,2016,6,2,SC-20725,Consumer,OFF-EN-10002500,Office Supplies,Envelopes,East,Delaware,Wilmington,website,First Class,115.02,9,0.0,51.759,0.45,63.261,5.751,1,3
