product_id,product_name,category,sub_category,total_revenue,total_profit,total_qty,avg_margin,avg_discount,times_sold,profit_rank,elasticity
FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,5282.424,-989.0496,24,-0.19017857142857142,0.21666666666666667,6,1882,-1.5642968182551873
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,7979.4400000000005,926.1850000000001,33,0.07705026455026456,0.16666666666666666,9,76,-1.5642968182551873
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,1770.54,-216.31380000000001,29,-0.1354563492063492,0.21000000000000002,10,1812,-1.5642968182551873
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,1396.442,-20.733200000000004,28,-0.023913690476190498,0.175,8,1693,-1.5642968182551873
FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,705.32,151.3232,6,0.11714285714285717,0.16666666666666666,3,446,-1.5642968182551873
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,5906.032,1052.8144,21,0.14326530612244895,0.14285714285714285,7,66,-1.5642968182551873
FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs,969.252,204.3288,8,0.1135714285714286,0.15,2,366,-1.5642968182551873
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,4166.884,-503.1194,59,-0.14101190476190473,0.2285714285714286,14,1859,-1.5642968182551873
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,2204.862,245.99699999999999,43,0.08898809523809524,0.16,10,324,-1.5642968182551873
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,1890.3799999999999,-131.107,39,-0.05575396825396825,0.1888888888888889,9,1784,-1.5642968182551873
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,1242.054,139.3524,13,0.08416666666666667,0.07500000000000001,4,470,-1.5642968182551873
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,922.74,-133.4424,16,-0.104375,0.15000000000000002,4,1786,-1.5642968182551873
FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,1341.5220000000002,-32.6508,22,-0.02259259259259255,0.13333333333333333,6,1710,-1.5642968182551873
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,9070.944,773.2608,31,0.06785714285714282,0.225,8,96,-1.5642968182551873
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,4420.056,41.1168,24,0.017913832199546557,0.2714285714285714,7,988,-1.5642968182551873
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,8665.194,1558.5910000000001,35,0.10933035714285717,0.1875,8,37,-1.5642968182551873
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,8430.997,1388.6348,34,0.11531746031746033,0.1875,8,44,-1.5642968182551873
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,3150.576,499.851,35,0.12169312169312169,0.13333333333333333,9,168,-1.5642968182551873
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,11572.78,1179.374,53,0.10448107448107449,0.2,13,56,-1.5642968182551873
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,2389.902,-1.7763568394002505e-15,30,0.01708049886621315,0.14285714285714285,7,1589,-1.5642968182551873
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,2185.951,283.7474,44,0.10091710758377427,0.2,9,290,-1.5642968182551873
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,6410.874,854.7832000000001,26,0.12517857142857144,0.175,8,85,-1.5642968182551873
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,815.864,15.0832,32,0.0005952380952381301,0.26666666666666666,6,1341,-1.5642968182551873
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,1947.1770000000001,413.649,20,0.19425925925925924,0.05000000000000001,6,211,-1.5642968182551873
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,5212.112,972.6368,27,0.1404081632653061,0.14285714285714285,7,71,-1.5642968182551873
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,1830.148,80.97999999999999,30,0.0582142857142857,0.225,8,673,-1.5642968182551873
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,803.464,125.0166,31,0.128469387755102,0.14285714285714285,7,505,-1.5642968182551873
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,2959.208,493.7046,23,0.18011904761904762,0.11666666666666665,6,174,-1.5642968182551873
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,1746.9540000000002,-246.3912,21,-0.17126984126984124,0.1875,8,1819,-1.5642968182551873
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,1501.8980000000001,254.8244,24,0.14217757936507933,0.1375,8,318,-1.5642968182551873
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,1775.075,117.059,24,0.07857142857142851,0.21666666666666667,6,534,-1.5642968182551873
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,4185.48,342.88739999999996,31,0.07416666666666664,0.16,5,246,-1.5642968182551873
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,6748.482,281.96999999999997,43,0.028253968253968243,0.16,10,291,-1.5642968182551873
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,175.938,52.4832,36,0.2065,0.06,10,860,-0.2797953265343225
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,236.77800000000002,88.35,45,0.20666666666666664,0.19999999999999998,9,639,-0.2797953265343225
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,124.74,37.037,17,0.2741666666666666,0.06666666666666667,3,1033,-0.2797953265343225
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,487.512,180.0198,27,0.3825,0.06666666666666667,6,397,-0.2797953265343225
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,308.99199999999996,94.51520000000001,16,0.3116666666666667,0.13333333333333333,6,606,-0.2797953265343225
FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,159.268,7.6888000000000005,16,-0.250625,0.35,4,1472,-0.2797953265343225
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,467.712,-129.92,20,-0.4566666666666667,0.26666666666666666,6,1782,-0.2797953265343225
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,45.396,14.55,20,0.20500000000000002,0.2285714285714286,7,1353,-0.2797953265343225
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,176.784,49.3776,38,0.1933333333333333,0.1111111111111111,9,896,-0.2797953265343225
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,441.72799999999995,28.257600000000004,19,0.028499999999999998,0.24,5,1134,-0.2797953265343225
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,244.39999999999998,56.211999999999996,22,0.22999999999999998,0.08,5,821,-0.2797953265343225
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,124.586,26.211599999999997,19,0.08,0.2,4,1162,-0.2797953265343225
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,1685.44,244.3888,18,-0.02600000000000003,0.16,5,326,-0.2797953265343225
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,1431.944,46.3276,14,0.0012500000000000011,0.05,4,927,-0.2797953265343225
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,468.46799999999996,51.105599999999995,7,0.08999999999999997,0.06666666666666667,3,874,-0.2797953265343225
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,1579.3719999999998,318.3616,26,0.19214285714285714,0.028571428571428574,7,263,-0.2797953265343225
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,82.832,26.720000000000002,30,0.25333333333333335,0.16666666666666666,6,1155,-0.2797953265343225
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,338.98,94.9144,17,0.2799999999999999,0.0,5,601,-0.2797953265343225
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,98.868,42.2436,7,0.415,0.06666666666666667,3,974,-0.2797953265343225
